id;geometry;basin_name;eu_hydro_id;object_nam;area;river_km
231783;MULTIPOLYGON(((4296745.2533 2630054.7695,4296650.0001 2629975.0001,4296579.6151 2629985.6795,4296510.6677 2630052.9311,4296499.8189 2630090.9387,4296502.3095 2630176.7003,4296532.4185 2630242.4289,4296554.2607 2630272.5592,4296609.8065 2630349.1817,4296647.9145 2630373.0771,4296727.8333 2630373.4683,4296764.0603 2630347.9105,4296774.1381 2630319.8341,4296772.3221 2630097.4265,4296752.1109 2630065.5761,4296745.2533 2630054.7695)));Rhine;IW26009691;Obersee;84975.42;None
231784;MULTIPOLYGON(((4264293.5067 2632957.6155,4264250.0001 2632900.0001,4264205.8387 2632901.9547,4264181.3547 2632915.8585,4264173.7399 2632951.0995,4264176.8799 2633027.6125,4264200.9279 2633066.5385,4264233.7167 2633093.7335,4264266.6249 2633100.8431,4264301.6641 2633097.5941,4264322.1397 2633077.4329,4264321.9835 2633016.4271,4264293.5067 2632957.6155)));Rhine;IW26009692;Lag Grond;22765.67;None
233666;MULTIPOLYGON(((4286750.41688 2647140.06821,4286761.0792 2647127.7865,4286774.6427 2647112.163,4286788.2061 2647096.5395,4286802.1926 2647082.3221,4286816.1791 2647068.1046,4286830.1656 2647053.8872,4286844.1521 2647039.6697,4286860.1147 2647024.2529,4286876.0772 2647008.8361,4286892.0398 2646993.4193,4286908.0023 2646978.0025,4286923.9649 2646962.5857,4286941.1397 2646946.9158,4286958.3146 2646931.2459,4286975.4894 2646915.5759,4286992.6643 2646899.906,4287009.8391 2646884.2361,4287028.2509 2646870.1433,4287046.6627 2646856.0505,4287065.0745 2646841.9577,4287085.1351 2646829.9043,4287105.1957 2646817.8509,4287125.2563 2646805.7975,4287143.8158 2646789.2133,4287162.3754 2646772.6291,4287180.9349 2646756.0449,4287201.8396 2646743.9429,4287222.7443 2646731.8409,4287238.646 2646720.078,4287254.5476 2646708.315,4287270.4493 2646696.5521,4287285.8163 2646678.8991,4287301.1833 2646661.2461,4287316.3107 2646643.3171,4287331.4381 2646625.3881,4287339.282 2646609.1401,4287347.1259 2646592.8921,4287354.4655 2646574.0993,4287361.8051 2646555.3065,4287369.1447 2646536.5137,4287371.0217 2646518.2,4287372.8987 2646499.8863,4287372.3384 2646486.7197,4287371.7781 2646473.5531,4287371.498 2646448.7609,4287371.2178 2646423.9686,4287370.9377 2646399.1764,4287370.6575 2646374.3841,4287370.3774 2646349.5919,4287370.0972 2646324.7996,4287369.8171 2646300.0074,4287369.5369 2646275.2151,4287370.4334 2646250.787,4287371.3299 2646226.3589,4287372.2263 2646201.9307,4287373.1228 2646177.5026,4287374.0193 2646153.0745,4287371.2718 2646133.2885,4287368.5243 2646113.5025,4287365.7768 2646093.7165,4287363.0293 2646073.9305,4287357.9509 2646053.4112,4287352.8724 2646032.8919,4287347.794 2646012.3726,4287342.7156 2645991.8533,4287337.6371 2645971.334,4287332.5587 2645950.8147,4287328.6368 2645930.9249,4287324.7148 2645911.0351,4287320.7928 2645891.1453,4287316.8709 2645871.2555,4287312.3887 2645848.8444,4287307.9065 2645826.4333,4287303.4243 2645804.0222,4287298.9421 2645781.6111,4287293.0592 2645759.7603,4287287.1763 2645737.9095,4287281.2934 2645716.0587,4287275.4105 2645694.2079,4287271.3018 2645672.5438,4287267.1932 2645650.8798,4287263.0845 2645629.2157,4287257.4817 2645606.431,4287251.8789 2645583.6464,4287246.2761 2645560.8617,4287240.3957 2645541.03,4287234.5153 2645521.1984,4287228.6349 2645501.3667,4287224.9212 2645482.3438,4287221.2074 2645463.3208,4287217.4937 2645444.2979,4287213.7799 2645425.2749,4287209.6712 2645406.2254,4287205.5626 2645387.1758,4287201.4539 2645368.1263,4287198.4658 2645350.9445,4287195.4776 2645333.7627,4287192.4895 2645316.5809,4287188.0072 2645298.2786,4287183.525 2645279.9762,4287179.0427 2645261.6739,4287175.6811 2645241.5039,4287172.3195 2645221.3339,4287168.9579 2645201.1639,4287163.131 2645177.5202,4287157.3041 2645153.8765,4287151.4773 2645130.2329,4287145.6504 2645106.5892,4287139.8235 2645082.9455,4287136.1817 2645064.1762,4287132.5399 2645045.4069,4287128.8981 2645026.6376,4287125.2563 2645007.8683,4287121.8946 2644987.3248,4287118.5328 2644966.7812,4287115.1711 2644946.2377,4287111.4896 2644927.2167,4287107.8082 2644908.1958,4287104.1267 2644889.1748,4287101.7245 2644876.7635,4287097.2424 2644858.461,4287092.7602 2644840.1586,4287088.2781 2644821.8561,4287084.5428 2644803.9274,4287080.8076 2644785.9986,4287077.0723 2644768.0699,4287074.8312 2644747.1528,4287072.5902 2644726.2356,4287070.3491 2644705.3185,4287065.5243 2644681.5874,4287060.6995 2644657.8562,4287055.8747 2644634.1251,4287052.4666 2644611.173,4287049.0585 2644588.2209,4287045.1366 2644569.7317,4287041.2147 2644551.2425,4287033.931 2644537.2356,4287026.6473 2644523.2287,4287012.8828 2644502.9864,4287007.5981 2644495.2147,4286998.8789 2644485.8294,4286990.1597 2644476.4441,4286975.17 2644465.8463,4286960.1803 2644455.2485,4286937.2269 2644449.877,4286914.2735 2644444.5055,4286893.1422 2644436.8037,4286872.0109 2644429.1019,4286852.4012 2644415.3752,4286832.7915 2644401.6484,4286813.1818 2644387.9217,4286793.5721 2644374.1949,4286777.5108 2644362.9893,4286761.4496 2644351.7837,4286745.3883 2644340.5781,4286729.3804 2644325.5307,4286713.3725 2644310.4832,4286697.3646 2644295.4358,4286681.3566 2644280.3884,4286665.3487 2644265.341,4286649.3408 2644250.2935,4286633.3329 2644235.2461,4286616.5246 2644217.2052,4286599.7163 2644199.1643,4286582.9079 2644181.1235,4286566.0996 2644163.0826,4286549.2913 2644145.0417,4286533.1553 2644126.6646,4286517.0194 2644108.2875,4286500.8834 2644089.9103,4286484.7475 2644071.5332,4286468.6115 2644053.1561,4286454.2684 2644034.3308,4286439.9253 2644015.5055,4286425.5821 2643996.6801,4286411.239 2643977.8548,4286396.8959 2643959.0295,4286385.9705 2643941.3808,4286375.0451 2643923.7321,4286364.1197 2643906.0834,4286353.1943 2643888.4347,4286339.4889 2643868.2503,4286325.7834 2643848.0658,4286312.078 2643827.8814,4286301.821 2643812.7756,4286291.5639 2643797.6697,4286279.2378 2643778.2468,4286266.9116 2643758.8238,4286254.5855 2643739.4009,4286244.5006 2643719.978,4286234.4156 2643700.555,4286224.3307 2643681.1321,4286215.6464 2643662.9231,4286206.9621 2643644.7141,4286198.2778 2643626.5051,4286189.5935 2643608.2961,4286178.7615 2643586.632,4286167.9295 2643564.968,4286157.0975 2643543.3039,4286145.8919 2643521.6399,4286134.6863 2643499.9759,4286123.4807 2643478.3119,4286113.6759 2643458.1419,4286103.8711 2643437.9719,4286094.0663 2643417.8019,4286084.2615 2643397.6319,4286075.2971 2643377.462,4286066.3326 2643357.292,4286057.3682 2643337.122,4286048.4037 2643316.9521,4286042.8009 2643295.8483,4286037.1981 2643274.7445,4286031.5953 2643253.6407,4286024.4985 2643232.9104,4286017.4016 2643212.1802,4286010.3048 2643191.4499,4286003.208 2643170.7196,4285996.1111 2643149.9894,4285989.0143 2643129.2591,4285980.6101 2643109.0892,4285972.206 2643088.9192,4285963.8018 2643068.7493,4285955.3976 2643048.5794,4285946.9935 2643028.4094,4285938.5893 2643008.2395,4285934.3872 2642988.9099,4285930.1851 2642969.5803,4285925.983 2642950.2507,4285921.7809 2642930.9211,4285913.937 2642910.527,4285906.0931 2642890.1329,4285898.2493 2642869.7389,4285890.4054 2642849.3448,4285882.5615 2642828.9507,4285872.7567 2642810.4616,4285862.9519 2642791.9724,4285853.1471 2642773.4833,4285843.3423 2642754.9941,4285830.7981 2642736.0199,4285830.7385 2642714.2471,4285836.8073 2642693.7459,4285842.8761 2642673.2447,4285848.9449 2642652.7435,4285856.0418 2642635.0014,4285863.1386 2642617.2592,4285870.2355 2642599.5171,4285876.9588 2642580.7479,4285883.6821 2642561.9787,4285885.0828 2642548.2519,4285886.4835 2642534.5251,4285888.1644 2642517.9035,4285889.8452 2642501.2819,4285891.5261 2642484.6603,4285891.316 2642462.7395,4285891.1059 2642440.8187,4285890.8958 2642418.8978,4285890.6857 2642396.977,4285890.4756 2642375.0562,4285890.2655 2642353.1354,4285890.0554 2642331.2145,4285889.8453 2642309.2937,4285888.1645 2642288.8436,4285886.4836 2642268.3935,4285884.8028 2642247.9434,4285883.1219 2642227.4933,4285879.5964 2642209.0824,4285876.3167 2642191.9548,4285873.0369 2642174.8271,4285868.7586 2642156.2523,4285864.4803 2642137.6775,4285858.3681 2642120.9263,4285852.2559 2642104.1751,4285846.1437 2642087.4239,4285836.0587 2642067.8143,4285825.9737 2642048.2046,4285815.8887 2642028.595,4285805.8037 2642008.9853,4285797.3996 2641990.4962,4285788.9954 2641972.007,4285780.5913 2641953.5179,4285772.1871 2641935.0287,4285764.3432 2641915.2322,4285756.4992 2641895.4356,4285748.6553 2641875.6391,4285742.3055 2641857.7102,4285735.9557 2641839.7814,4285729.6059 2641821.8525,4285722.4702 2641803.502,4285715.3346 2641785.1516,4285708.1989 2641766.8011,4285700.3939 2641750.7879,4285692.5889 2641734.7747,4285684.7839 2641718.7615,4285673.9519 2641698.3114,4285663.1198 2641677.8614,4285652.2878 2641657.4113,4285641.4558 2641636.9612,4285630.6237 2641616.5112,4285619.7917 2641596.0611,4285606.3451 2641575.611,4285592.8984 2641555.1608,4285579.4518 2641534.7107,4285566.0051 2641514.2605,4285553.7995 2641496.3776,4285541.5939 2641478.4948,4285529.3883 2641460.6119,4285517.6888 2641438.5283,4285505.9892 2641416.4447,4285494.2897 2641394.3611,4285484.4848 2641376.7124,4285474.6799 2641359.0637,4285464.875 2641341.415,4285455.0701 2641323.7663,4285445.2653 2641303.3162,4285435.4604 2641282.866,4285425.6556 2641262.4159,4285415.8507 2641241.9657,4285406.3261 2641218.9944,4285396.8014 2641196.023,4285387.2768 2641173.0517,4285377.7521 2641150.0803,4285368.7876 2641129.9103,4285359.8231 2641109.7403,4285350.8587 2641089.5703,4285341.8942 2641069.4003,4285332.9297 2641049.2303,4285327.327 2641029.9008,4285321.7242 2641010.5713,4285316.1215 2640991.2418,4285310.5187 2640971.9123,4285306.5968 2640953.143,4285302.6748 2640934.3737,4285298.7529 2640915.6044,4285294.8309 2640896.8351,4285294.0839 2640875.171,4285293.3369 2640853.507,4285292.5899 2640831.8429,4285290.797 2640810.6644,4285289.0041 2640789.4859,4285287.2111 2640768.3075,4285285.4182 2640747.129,4285283.6253 2640725.9505,4285282.5145 2640709.0662,4285281.4037 2640692.182,4285280.2929 2640675.2977,4285279.1577 2640658.043,4285278.0225 2640640.7883,4285276.6219 2640619.778,4285275.2212 2640598.7676,4285273.8206 2640577.7573,4285272.4199 2640556.7469,4285271.9729 2640536.3064,4285271.526 2640515.8659,4285271.079 2640495.4255,4285270.6321 2640474.985,4285270.1851 2640454.5445,4285267.5427 2640430.9286,4285264.9003 2640407.3128,4285262.2579 2640383.6969,4285258.9219 2640361.4474,4285255.5859 2640339.198,4285252.2499 2640316.9485,4285249.8018 2640299.7264,4285247.3536 2640282.5044,4285244.9055 2640265.2823,4285237.6422 2640245.526,4285230.3788 2640225.7698,4285223.1155 2640206.0135,4285214.151 2640182.762,4285205.1865 2640159.5105,4285195.8486 2640141.208,4285186.5106 2640122.9056,4285177.1727 2640104.6031,4285165.5936 2640088.9154,4285154.0146 2640073.2278,4285142.4355 2640057.5401,4285126.3742 2640039.6112,4285110.313 2640021.6822,4285094.2517 2640003.7533,4285077.6301 2639988.8126,4285061.0086 2639973.8718,4285044.387 2639958.9311,4285027.7654 2639943.9904,4285011.1439 2639929.0496,4284994.5223 2639914.1089,4284974.0014 2639901.5451,4284953.4805 2639888.9813,4284932.9597 2639876.4174,4284912.4388 2639863.8536,4284891.9179 2639851.2898,4284884.7081 2639846.8757,4284865.5342 2639835.4211,4284846.3602 2639823.9666,4284827.1863 2639812.512,4284808.0124 2639801.0575,4284788.8384 2639789.6029,4284769.6645 2639778.1484,4284750.4906 2639766.6938,4284731.3166 2639755.2393,4284712.1427 2639743.7847,4284691.2832 2639731.2,4284670.4236 2639718.6153,4284649.5641 2639706.0307,4284628.7045 2639693.446,4284607.845 2639680.8613,4284586.9855 2639668.2766,4284566.1259 2639655.692,4284545.2664 2639643.1073,4284524.4069 2639630.5226,4284503.5473 2639617.9379,4284482.6878 2639605.3533,4284461.8282 2639592.7686,4284440.9687 2639580.1839,4284420.091 2639567.327,4284399.2133 2639554.4701,4284378.3356 2639541.6132,4284357.4579 2639528.7564,4284336.5802 2639515.8995,4284315.7025 2639503.0426,4284294.8248 2639490.1857,4284273.9471 2639477.3288,4284253.0694 2639464.4719,4284232.1918 2639451.6151,4284211.3141 2639438.7582,4284190.4364 2639425.9013,4284169.5587 2639413.0444,4284148.681 2639400.1875,4284127.8033 2639387.3306,4284106.9256 2639374.4738,4284086.0479 2639361.6169,4284065.1702 2639348.76,4284044.2925 2639335.9031,4284023.1731 2639324.003,4284002.0537 2639312.1028,4283980.9342 2639300.2027,4283959.8148 2639288.3025,4283938.6954 2639276.4024,4283917.576 2639264.5023,4283896.4566 2639252.6021,4283875.3371 2639240.702,4283854.2177 2639228.8018,4283833.0983 2639216.9017,4283813.2747 2639206.1442,4283793.4511 2639195.3867,4283773.6275 2639184.6292,4283753.8039 2639173.8717,4283733.9803 2639163.1142,4283714.1567 2639152.3567,4283694.3331 2639141.5992,4283674.5095 2639130.8417,4283655.6202 2639119.9563,4283636.7308 2639109.0709,4283617.8415 2639098.1855,4283598.9521 2639087.3001,4283580.0628 2639076.4147,4283561.1734 2639065.5293,4283542.2841 2639054.6439,4283521.5538 2639041.1973,4283500.8236 2639027.7506,4283480.0934 2639014.304,4283459.3631 2639000.8573,4283449.67133 2638991.97449,4283408.21995 2639040.73041,4283397.9727 2639032.793,4283417.5024 2639047.9205,4283437.032 2639063.048,4283456.5617 2639078.1755,4283474.5296 2639090.888,4283492.4976 2639103.6005,4283510.4655 2639116.313,4283528.4335 2639129.0256,4283546.4014 2639141.7381,4283564.3694 2639154.4506,4283582.3373 2639167.1631,4283602.4769 2639176.9475,4283622.6165 2639186.732,4283642.7561 2639196.5164,4283662.8957 2639206.3009,4283683.0353 2639216.0853,4283703.1749 2639225.8698,4283723.3145 2639235.6542,4283743.4541 2639245.4387,4283763.5937 2639255.2231,4283785.2577 2639265.6816,4283806.9218 2639276.1401,4283828.5858 2639286.5986,4283850.2498 2639297.0571,4283871.9139 2639307.5156,4283893.5779 2639317.9741,4283911.5068 2639329.1797,4283929.4357 2639340.3852,4283947.3647 2639351.5908,4283965.2936 2639362.7963,4283983.2225 2639374.0019,4284003.9527 2639387.4486,4284024.683 2639400.8952,4284045.4132 2639414.3419,4284066.1434 2639427.7885,4284086.8736 2639441.2352,4284107.6039 2639454.6818,4284128.3341 2639468.1285,4284149.0643 2639481.5751,4284170.253 2639494.4105,4284191.4416 2639507.246,4284212.6303 2639520.0814,4284233.8189 2639532.9168,4284255.0076 2639545.7523,4284276.1962 2639558.5877,4284297.3849 2639571.4232,4284318.5735 2639584.2586,4284339.7622 2639597.094,4284360.9508 2639609.9295,4284382.1395 2639622.7649,4284402.3095 2639635.2778,4284422.4795 2639647.7906,4284442.6495 2639660.3035,4284462.8194 2639672.8163,4284482.9894 2639685.3292,4284503.1594 2639697.842,4284523.3294 2639710.3549,4284543.4994 2639722.8677,4284563.6694 2639735.3806,4284583.8393 2639747.8934,4284604.0093 2639760.4063,4284624.1793 2639772.9191,4284646.0301 2639784.8717,4284667.8809 2639796.8243,4284689.7317 2639808.7769,4284711.5825 2639820.7294,4284733.4333 2639832.682,4284755.2841 2639844.6346,4284777.1349 2639856.5872,4284798.9857 2639868.5398,4284820.8365 2639880.4924,4284842.6873 2639892.4449,4284864.5381 2639904.3975,4284886.3889 2639916.3501,4284904.766 2639928.9003,4284923.1431 2639941.4505,4284941.5203 2639954.0007,4284959.8974 2639966.5509,4284978.2745 2639979.1011,4284997.9962 2639993.4443,4285017.7179 2640007.7874,4285037.4397 2640022.1306,4285057.1614 2640036.4737,4285076.8831 2640050.8169,4285090.3298 2640069.306,4285103.7764 2640087.795,4285117.2231 2640106.2841,4285130.6697 2640124.7731,4285140.4786 2640140.9425,4285150.2875 2640157.1118,4285160.0964 2640173.2812,4285169.9053 2640189.4505,4285176.9048 2640210.2595,4285183.9042 2640231.0684,4285190.9037 2640251.8774,4285197.9031 2640272.6863,4285202.5472 2640292.9857,4285207.1913 2640313.2851,4285211.8353 2640333.5845,4285216.4794 2640353.8839,4285221.1235 2640374.1833,4285221.7356 2640396.113,4285222.3478 2640418.0427,4285222.9599 2640439.9724,4285223.572 2640461.9021,4285224.1842 2640483.8318,4285224.7963 2640505.7615,4285224.7963 2640530.4137,4285224.7963 2640555.066,4285224.7963 2640579.7182,4285224.7963 2640604.3704,4285224.7963 2640629.0226,4285224.7963 2640653.6749,4285224.7963 2640678.3271,4285226.6473 2640700.0099,4285228.4983 2640721.6928,4285230.3493 2640743.3756,4285232.2002 2640765.0584,4285234.0512 2640786.7413,4285235.9022 2640808.4241,4285237.4295 2640826.3154,4285238.9568 2640844.2066,4285240.4841 2640862.0979,4285243.4722 2640883.7619,4285246.4604 2640905.426,4285249.4485 2640927.09,4285252.4366 2640948.754,4285255.4248 2640970.4181,4285258.4129 2640992.0821,4285265.5845 2641014.9414,4285272.7561 2641037.8007,4285279.9277 2641060.6601,4285287.0993 2641083.5194,4285294.2709 2641106.3787,4285302.3388 2641126.9969,4285310.4067 2641147.6151,4285318.4747 2641168.2333,4285326.5426 2641188.8515,4285334.6105 2641209.4697,4285344.6955 2641231.8808,4285354.7805 2641254.2918,4285364.8655 2641276.7029,4285374.9505 2641299.114,4285385.0355 2641321.525,4285395.1205 2641343.9361,4285405.579 2641363.3591,4285416.0375 2641382.782,4285426.496 2641402.205,4285436.9545 2641421.628,4285447.413 2641441.0509,4285457.8715 2641460.4739,4285472.2786 2641479.8435,4285486.6858 2641499.2131,4285501.0929 2641518.5827,4285515.5001 2641537.9523,4285529.9072 2641557.3219,4285544.3144 2641576.6915,4285558.7215 2641596.0611,4285569.3668 2641615.3906,4285580.012 2641634.7202,4285590.6573 2641654.0497,4285601.3025 2641673.3792,4285611.9478 2641692.7087,4285622.593 2641712.0383,4285633.2383 2641731.3678,4285643.8835 2641750.6973,4285653.2215 2641771.9878,4285662.5594 2641793.2784,4285671.8974 2641814.5689,4285681.2354 2641835.8594,4285690.5733 2641857.15,4285699.9113 2641878.4405,4285707.7552 2641900.2913,4285715.5991 2641922.1421,4285723.443 2641943.9929,4285731.2869 2641965.8437,4285739.1308 2641987.6945,4285746.9747 2642009.5453,4285754.8186 2642031.3961,4285762.6625 2642053.2469,4285770.5063 2642074.911,4285778.3502 2642096.575,4285786.194 2642118.2391,4285794.0378 2642139.9032,4285801.8817 2642161.5672,4285809.7255 2642183.2313,4285813.3113 2642202.9531,4285816.8971 2642222.6748,4285820.4829 2642242.3966,4285824.0687 2642262.1183,4285827.6545 2642281.8401,4285827.6545 2642304.2512,4285827.6545 2642326.6623,4285827.6545 2642349.0734,4285827.6545 2642371.4845,4285827.6545 2642393.8956,4285827.6545 2642416.3067,4285826.534 2642437.9707,4285825.4134 2642459.6348,4285824.2929 2642481.2988,4285823.1724 2642502.9628,4285822.0518 2642524.6269,4285820.9313 2642546.2909,4285816.449 2642570.196,4285811.9668 2642594.1012,4285807.4845 2642618.0063,4285799.4454 2642630.2006,4285791.4063 2642642.3949,4285779.8357 2642659.335,4285768.2651 2642676.2751,4285762.104 2642693.3839,4285755.9429 2642710.4927,4285761.5417 2642728.9413,4285776.4825 2642743.7886,4285791.4233 2642758.6358,4285806.3641 2642773.4831,4285815.3031 2642794.5698,4285824.242 2642815.6565,4285833.1809 2642836.7432,4285842.1199 2642857.8299,4285848.8687 2642876.5229,4285855.6174 2642895.2159,4285862.3662 2642913.9089,4285869.1149 2642932.6019,4285875.5581 2642955.8535,4285882.0013 2642979.105,4285888.4445 2643002.3566,4285894.8877 2643025.6081,4285899.37 2643048.3926,4285903.8522 2643071.1772,4285908.3345 2643093.9617,4285915.0578 2643113.2352,4285921.7811 2643132.5087,4285928.5043 2643151.7823,4285935.2276 2643171.0558,4285941.9509 2643190.3293,4285949.7948 2643211.6198,4285957.6387 2643232.9103,4285965.4825 2643254.2009,4285973.3264 2643275.4914,4285981.1703 2643296.7819,4285990.1298 2643318.3344,4285999.0893 2643339.8869,4286008.0488 2643361.4394,4286017.0083 2643382.9919,4286025.339 2643399.6612,4286033.6696 2643416.3306,4286042.0003 2643432.9999,4286048.0033 2643453.6949,4286054.0063 2643474.3899,4286059.6091 2643498.4818,4286065.2119 2643522.5737,4286071.9352 2643541.0628,4286078.6586 2643559.552,4286085.3819 2643578.0411,4286095.0934 2643597.8376,4286104.8048 2643617.634,4286114.5163 2643637.4305,4286125.3483 2643654.9858,4286136.1803 2643672.5412,4286147.0123 2643690.0965,4286160.2989 2643708.4256,4286173.5854 2643726.7547,4286186.872 2643745.0838,4286200.1586 2643763.4128,4286213.4452 2643781.7419,4286226.7317 2643800.071,4286240.0183 2643818.4001,4286251.3445 2643839.0599,4286262.6708 2643859.7197,4286273.997 2643880.3795,4286285.3232 2643901.0393,4286296.6495 2643921.6991,4286307.9757 2643942.3589,4286317.5995 2643958.8526,4286327.2233 2643975.3464,4286336.8471 2643991.8402,4286346.4709 2644008.3339,4286357.1162 2644024.8621,4286367.7615 2644041.3902,4286378.4068 2644057.9184,4286389.0521 2644074.4465,4286405.7003 2644092.7756,4286422.3486 2644111.1047,4286438.9968 2644129.4338,4286455.645 2644147.7628,4286472.2932 2644166.0919,4286488.9415 2644184.421,4286505.5897 2644202.7501,4286522.7715 2644220.3054,4286539.9533 2644237.8608,4286557.1351 2644255.4161,4286573.9434 2644267.9663,4286590.7517 2644280.5166,4286607.5601 2644293.0668,4286624.3684 2644305.6171,4286641.1767 2644318.1673,4286659.4791 2644333.855,4286677.7815 2644349.5426,4286696.0839 2644365.2303,4286713.4525 2644380.2644,4286730.8211 2644395.2985,4286748.1897 2644410.3326,4286765.5583 2644425.3667,4286782.9269 2644440.4008,4286800.2955 2644455.4349,4286816.2634 2644469.1618,4286832.2313 2644482.8886,4286848.1992 2644496.6155,4286864.1671 2644510.3423,4286880.9755 2644519.3068,4286897.7839 2644528.2713,4286921.8474 2644529.1333,4286945.9109 2644529.9953,4286961.0667 2644539.2182,4286976.2225 2644548.4411,4286987.428 2644565.2494,4286998.6335 2644582.0577,4287001.9952 2644604.7489,4287005.3569 2644627.4401,4287008.9987 2644649.5711,4287012.6405 2644671.702,4287016.2823 2644693.833,4287019.9241 2644715.9639,4287023.2858 2644740.0558,4287026.6475 2644764.1477,4287030.0091 2644788.2395,4287033.3708 2644812.3314,4287036.7325 2644836.4233,4287038.9736 2644857.7139,4287041.2147 2644879.0045,4287043.4558 2644900.2951,4287045.6969 2644921.5857,4287049.0586 2644941.6155,4287052.4203 2644961.6454,4287055.782 2644981.6753,4287059.1437 2645001.7051,4287065.867 2645023.7427,4287072.5902 2645045.7803,4287079.3135 2645067.8179,4287084.9162 2645089.4819,4287090.519 2645111.1459,4287096.1217 2645132.8099,4287102.845 2645156.1548,4287109.5684 2645179.4998,4287116.2917 2645202.8447,4287120.6339 2645219.4086,4287124.9761 2645235.9726,4287129.3183 2645252.5365,4287130.9524 2645276.3126,4287132.5866 2645300.0886,4287134.2207 2645323.8647,4287137.8065 2645344.1467,4287141.3922 2645364.4288,4287144.978 2645384.7108,4287148.5637 2645404.9929,4287152.1495 2645425.2749,4287156.8185 2645445.8184,4287161.4874 2645466.3619,4287166.1564 2645486.9054,4287170.8254 2645507.4489,4287175.4943 2645527.9924,4287180.1633 2645548.5359,4287185.019 2645569.8264,4287189.8748 2645591.1168,4287194.7305 2645612.4073,4287199.5862 2645633.6978,4287204.442 2645654.9882,4287209.2977 2645676.2787,4287213.78 2645698.4097,4287218.2622 2645720.5406,4287222.7445 2645742.6716,4287227.2267 2645764.8025,4287231.7089 2645786.0931,4287236.1911 2645807.3836,4287240.6733 2645828.6742,4287245.1555 2645849.9647,4287250.0112 2645873.6831,4287254.867 2645897.4015,4287259.7227 2645921.1199,4287264.5784 2645944.8383,4287269.4342 2645968.5567,4287274.2899 2645992.2751,4287278.548 2646014.0138,4287282.8061 2646035.7525,4287287.0643 2646057.4913,4287291.3224 2646079.23,4287295.5805 2646100.9687,4287298.9421 2646122.6328,4287302.3037 2646144.2968,4287305.6653 2646165.9609,4287304.993 2646190.389,4287304.3207 2646214.8171,4287303.6483 2646239.2453,4287302.976 2646263.6734,4287302.3037 2646288.1015,4287302.7677 2646308.4059,4287303.2316 2646328.7103,4287303.6956 2646349.0147,4287304.1595 2646369.3191,4287304.6235 2646389.6235,4287303.5492 2646412.8349,4287302.4748 2646436.0463,4287301.4005 2646459.2577,4287300.3261 2646482.4691,4287299.2518 2646505.6805,4287298.1774 2646528.8919,4287297.1031 2646552.1033,4287296.3917 2646564.8958,4287295.6803 2646577.6883,4287282.0663 2646598.0706,4287268.4523 2646618.4529,4287259.0714 2646634.0728,4287249.6904 2646649.6926,4287240.3095 2646665.3125,4287224.1827 2646672.828,4287208.0559 2646680.3436,4287191.9291 2646687.8591,4287172.6192 2646699.7886,4287153.3093 2646711.7181,4287136.7919 2646723.1159,4287120.2745 2646734.5137,4287103.7571 2646745.9115,4287087.2397 2646757.3093,4287068.622 2646773.5062,4287050.0043 2646789.7031,4287031.3867 2646805.8999,4287012.769 2646822.0968,4286994.1513 2646838.2937,4286977.9621 2646852.7434,4286961.773 2646867.193,4286945.5838 2646881.6427,4286929.3946 2646896.0924,4286913.2055 2646910.542,4286897.0163 2646924.9917,4286877.6851 2646938.2596,4286858.3539 2646951.5276,4286839.0227 2646964.7955,4286822.6814 2646982.8749,4286806.34 2647000.9543,4286789.9987 2647019.0337,4286773.6573 2647037.1131,4286757.316 2647055.1925,4286740.9746 2647073.2719,4286724.6333 2647091.3513,4286708.2919 2647109.4307,4286691.9506 2647127.5101,4286703.81845 2647114.37995,4286750.41688 2647140.06821)));Rhine;None;Rhine;596260.18;1160
