dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-08-19 17:32:35,36067,232808,2017-08-19T17:32:35,77,20,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-08-20 17:25:21,36144,232808,2017-08-20T17:25:21,65,32,2,0,1,medium quality,Sentinel-1 Sentinel-2
2017-08-21 17:16:19,36221,232808,2017-08-21T17:16:19,95,4,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-08-22 17:08:52,36286,232808,2017-08-22T17:08:52,80,17,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-08-25 17:33:26,36340,232808,2017-08-25T17:33:26,87,1,10,0,2,high quality,Sentinel-1 Sentinel-2
2017-08-26 17:24:31,36417,232808,2017-08-26T17:24:31,88,10,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-08-27 17:16:58,36494,232808,2017-08-27T17:16:58,94,4,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-08-28 17:08:11,36558,232808,2017-08-28T17:08:11,91,6,0,0,3,low quality,Sentinel-1
2017-08-30 17:41:09,36611,232808,2017-08-30T17:41:09,3,0,0,94,3,high quality,Sentinel-1 Sentinel-2
2017-08-31 17:32:35,36688,232808,2017-08-31T17:32:35,78,21,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-09-01 17:25:21,39275,232808,2017-09-01T17:25:21,89,8,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-02 17:16:20,39352,232808,2017-09-02T17:16:20,96,3,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-09-03 17:08:54,39419,232808,2017-09-03T17:08:54,93,5,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-04 17:00:18,39471,232808,2017-09-04T17:00:18,3,79,11,5,2,high quality,Sentinel-1 Sentinel-2
2017-09-06 17:33:26,39548,232808,2017-09-06T17:33:26,82,16,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-07 17:24:32,39625,232808,2017-09-07T17:24:32,89,8,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-08 17:16:58,39702,232808,2017-09-08T17:16:58,95,3,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-09 17:08:11,39768,232808,2017-09-09T17:08:11,93,4,0,0,3,low quality,Sentinel-1
2017-09-12 17:32:37,39819,232808,2017-09-12T17:32:37,85,14,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-09-12 17:32:37,39896,232808,2017-09-12T17:32:37,85,14,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-09-13 17:25:21,39973,232808,2017-09-13T17:25:21,91,6,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-14 17:16:21,40050,232808,2017-09-14T17:16:21,95,2,0,0,3,low quality,Sentinel-1
2017-09-15 17:08:54,40116,232808,2017-09-15T17:08:54,69,28,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-18 17:33:28,40168,232808,2017-09-18T17:33:28,86,13,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-09-19 17:24:32,40245,232808,2017-09-19T17:24:32,89,8,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-20 17:16:59,40322,232808,2017-09-20T17:16:59,96,2,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-21 17:08:12,40388,232808,2017-09-21T17:08:12,86,12,0,0,2,low quality,Sentinel-1 Sentinel-2
