dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-02-06 05:47:59,3616252,377780,2017-02-06T05:47:59,83,15,0,0,2,2,Sentinel-1
2017-02-08 16:47:02,3616253,377780,2017-02-08T16:47:02,0,5,0,93,2,0,Sentinel-1 Sentinel-2
2017-02-10 17:18:55,3616254,377780,2017-02-10T17:18:55,85,14,0,0,1,2,Sentinel-1
2017-02-11 11:11:55,3616255,377780,2017-02-11T11:11:55,37,61,0,0,2,2,Sentinel-1 Sentinel-2
2017-02-12 17:02:30,3616256,377780,2017-02-12T17:02:30,78,20,0,0,2,2,Sentinel-1 Sentinel-2
2017-02-15 16:38:43,3616257,377780,2017-02-15T16:38:43,0,99,0,0,1,0,Sentinel-1 Sentinel-2
2017-02-16 17:19:24,3616258,377780,2017-02-16T17:19:24,93,5,0,0,2,2,Sentinel-1
2017-02-17 05:55:37,3616259,377780,2017-02-17T05:55:37,73,25,0,0,2,2,Sentinel-1
2017-02-17 17:10:45,3616260,377780,2017-02-17T17:10:45,79,19,0,0,2,2,Sentinel-1
2017-02-18 05:47:59,3616261,377780,2017-02-18T05:47:59,74,25,0,0,1,2,Sentinel-1
2017-02-22 17:18:55,3616262,377780,2017-02-22T17:18:55,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-02-23 05:56:22,3616263,377780,2017-02-23T05:56:22,85,14,0,0,1,2,Sentinel-1
2017-02-24 11:21:07,3616264,377780,2017-02-24T11:21:07,91,8,0,0,1,2,Sentinel-1 Sentinel-2
2017-02-28 17:19:24,3616265,377780,2017-02-28T17:19:24,85,13,0,0,2,2,Sentinel-1 Sentinel-2
2017-03-01 17:10:44,3616266,377780,2017-03-01T17:10:44,80,19,0,0,1,2,Sentinel-1 Sentinel-2
2017-03-02 05:47:59,3616267,377780,2017-03-02T05:47:59,82,17,0,0,1,2,Sentinel-1
2017-03-06 17:18:41,3616268,377780,2017-03-06T17:18:41,84,15,0,0,1,2,Sentinel-1 Sentinel-2
2017-03-07 10:50:19,3616269,377780,2017-03-07T10:50:19,63,35,0,0,2,2,Sentinel-1 Sentinel-2
2017-03-08 17:02:41,3616270,377780,2017-03-08T17:02:41,80,19,0,0,1,2,Sentinel-1 Sentinel-2
2017-03-10 16:46:14,3616271,377780,2017-03-10T16:46:14,0,17,0,81,2,0,Sentinel-1 Sentinel-2
2017-03-12 17:19:24,3616272,377780,2017-03-12T17:19:24,79,20,0,0,1,2,Sentinel-1
2017-03-13 05:55:37,3616273,377780,2017-03-13T05:55:37,75,23,0,0,2,2,Sentinel-1
2017-03-13 17:10:32,3616274,377780,2017-03-13T17:10:32,77,22,0,0,1,2,Sentinel-1
2017-03-14 17:03:29,3616275,377780,2017-03-14T17:03:29,77,21,0,0,2,2,Sentinel-1 Sentinel-2
2017-03-17 10:54:23,3616276,377780,2017-03-17T10:54:23,0,19,0,80,1,0,Sentinel-1 Sentinel-2
2017-03-18 17:18:41,3616277,377780,2017-03-18T17:18:41,95,4,0,0,1,2,Sentinel-1
2017-03-19 05:56:22,3616278,377780,2017-03-19T05:56:22,82,16,0,0,2,2,Sentinel-1
2017-03-20 17:02:41,3616279,377780,2017-03-20T17:02:41,90,9,0,0,1,2,Sentinel-1 Sentinel-2
2017-03-24 17:19:24,3616280,377780,2017-03-24T17:19:24,87,11,0,0,2,2,Sentinel-1 Sentinel-2
